amfi_code,date,nav
102885,2025-08-11,297.45
102885,2025-08-12,295.6656
102885,2025-08-13,297.2351
102885,2025-08-14,298.3239
102885,2025-08-15,158.9536
102885,2025-08-16,158.9536
102885,2025-08-17,158.9536
102885,2025-08-18,300.9609
102885,2025-08-19,301.4859
102885,2025-08-20,301.8828
102885,2025-08-21,302.0094
102885,2025-08-22,300.801
102885,2025-08-23,300.801
102885,2025-08-24,300.801
102885,2025-08-25,301.2933
102885,2025-08-26,298.3935
102885,2025-08-27,158.7999
102885,2025-08-28,295.8596
102885,2025-08-29,295.229
102885,2025-08-30,295.229
102885,2025-08-31,295.2305
102885,2025-09-01,297.2617
102885,2025-09-02,297.2952
102885,2025-09-03,298.8206
102885,2025-09-04,298.891
102885,2025-09-05,298.5969
102885,2025-09-06,298.5969
102885,2025-09-07,298.5969
102885,2025-09-08,298.7706
102885,2025-09-09,299.5842
102885,2025-09-10,299.9533
102885,2025-09-11,300.3717
102885,2025-09-12,301.9295
102885,2025-09-13,301.9295
102885,2025-09-14,301.9295
102885,2025-09-15,302.076
102885,2025-09-16,303.6906
102885,2025-09-17,304.2272
102885,2025-09-18,304.4386
102885,2025-09-19,305.0484
102885,2025-09-20,305.0484
102885,2025-09-21,305.0484
102885,2025-09-22,305.9279
102885,2025-09-23,305.6029
102885,2025-09-24,303.5397
102885,2025-09-25,302.3106
102885,2025-09-26,299.3905
102885,2025-09-27,299.3905
102885,2025-09-28,299.3905
102885,2025-09-29,166.6844
102885,2025-09-30,299.3288
102885,2025-10-01,301.3551
102885,2025-10-02,165.8686
102885,2025-10-03,302.9401
102885,2025-10-04,302.9401
102885,2025-10-05,302.9401
102885,2025-10-06,304.4545
102885,2025-10-07,305.1023
102885,2025-10-08,304.769
102885,2025-10-09,305.9312
102885,2025-10-10,306.4502
102885,2025-10-11,306.4502
102885,2025-10-12,306.4502
102885,2025-10-13,306.8668
102885,2025-10-14,306.098
102885,2025-10-15,307.8479
102885,2025-10-16,309.6387
102885,2025-10-17,310.6948
102885,2025-10-18,310.6948
102885,2025-10-19,310.6948
102885,2025-10-20,312.1787
102885,2025-10-21,159.3111
102885,2025-10-22,161.2765
102885,2025-10-23,311.5909
102885,2025-10-24,311.0537
102885,2025-10-25,311.0537
102885,2025-10-26,311.0537
102885,2025-10-27,311.6433
102885,2025-10-28,311.0928
102885,2025-10-29,312.8051
102885,2025-10-30,311.1639
102885,2025-10-31,309.7387
102885,2025-11-01,309.7387
102885,2025-11-02,309.7387
102885,2025-11-03,310.4597
102885,2025-11-04,309.6139
102885,2025-11-05,170.1504
102885,2025-11-06,307.9796
102885,2025-11-07,307.3054
102885,2025-11-08,307.3054
102885,2025-11-09,307.3054
102885,2025-11-10,308.0274
102885,2025-11-11,308.9213
102885,2025-11-12,310.1978
102885,2025-11-13,310.9216
102885,2025-11-14,311.8731
102885,2025-11-15,311.8731
102885,2025-11-16,311.8731
102885,2025-11-17,312.5363
102885,2025-11-18,310.9644
102885,2025-11-19,311.7446
102885,2025-11-20,312.2289
102885,2025-11-21,310.2242
102885,2025-11-22,310.2242
102885,2025-11-23,310.2242
102885,2025-11-24,309.3711
102885,2025-11-25,309.5922
102885,2025-11-26,311.9686
102885,2025-11-27,312.2104
102885,2025-11-28,311.8104
102885,2025-11-29,311.8104
102885,2025-11-30,312.1429
102885,2025-12-01,311.6852
102885,2025-12-02,311.2194
102885,2025-12-03,310.016
102885,2025-12-04,309.833
102885,2025-12-05,311.0469
102885,2025-12-06,311.0469
102885,2025-12-07,311.0469
102885,2025-12-08,307.7587
102885,2025-12-09,307.6166
102885,2025-12-10,306.3432
102885,2025-12-11,307.4893
102885,2025-12-12,309.3957
102885,2025-12-13,309.3957
102885,2025-12-14,309.3957
102885,2025-12-15,309.7957
102885,2025-12-16,308.5424
102885,2025-12-17,308.1283
102885,2025-12-18,308.4904
102885,2025-12-19,310.1626
102885,2025-12-20,310.1626
102885,2025-12-21,310.1626
102885,2025-12-22,311.5834
102885,2025-12-23,311.2288
102885,2025-12-24,310.9935
102885,2025-12-25,177.0345
102885,2025-12-26,310.1515
102885,2025-12-27,310.1515
102885,2025-12-28,310.1515
102885,2025-12-29,308.716
102885,2025-12-30,308.9635
102885,2025-12-31,310.3685
102885,2026-01-01,311.2921
102885,2026-01-02,312.8526
102885,2026-01-03,312.8526
102885,2026-01-04,312.8526
102885,2026-01-05,312.787
102885,2026-01-06,312.6877
102885,2026-01-07,312.2641
102885,2026-01-08,309.2797
102885,2026-01-09,307.3861
102885,2026-01-10,307.3861
102885,2026-01-11,307.3861
102885,2026-01-12,308.0607
102885,2026-01-13,307.317
102885,2026-01-14,306.7842
102885,2026-01-15,179.1911
102885,2026-01-16,306.3312
102885,2026-01-17,306.3312
102885,2026-01-18,306.3312
102885,2026-01-19,305.5771
102885,2026-01-20,301.8616
102885,2026-01-21,301.4545
102885,2026-01-22,303.522
102885,2026-01-23,299.4556
102885,2026-01-24,299.4556
102885,2026-01-25,299.4556
102885,2026-01-26,179.0055
102885,2026-01-27,300.2739
102885,2026-01-28,302.9832
102885,2026-01-29,303.4224
102885,2026-01-30,302.0391
102885,2026-01-31,302.043
102885,2026-02-01,302.043
102885,2026-02-02,298.8622
102885,2026-02-03,305.8287
102885,2026-02-04,307.052
102885,2026-02-05,306.0754
102885,2026-02-06,307.0679
102885,2026-02-07,307.0679
102885,2026-02-08,307.0679
102885,2026-02-09,309.4785
102885,2026-02-10,310.3585
102885,2026-02-11,311.4042
102885,2026-02-12,310.7111
102885,2026-02-13,306.3673
102885,2026-02-14,306.3673
102885,2026-02-15,306.3673
102885,2026-02-16,307.4686
102885,2026-02-17,308.1022
102885,2026-02-18,308.7503
102885,2026-02-19,305.6253
102885,2026-02-20,307.1066
102885,2026-02-21,307.1066
102885,2026-02-22,307.1066
102885,2026-02-23,307.9025
102885,2026-02-24,306.6858
102885,2026-02-25,307.1741
102885,2026-02-26,307.5164
102885,2026-02-27,304.4762
102885,2026-02-28,304.4801
102885,2026-03-01,304.4801
102885,2026-03-02,301.8011
102885,2026-03-03,177.9558
102885,2026-03-04,298.6815
102885,2026-03-05,301.7918
102885,2026-03-06,299.8722
102885,2026-03-07,299.8722
102885,2026-03-08,299.8722
102885,2026-03-09,295.6079
102885,2026-03-10,297.9474
102885,2026-03-11,295.0228
102885,2026-03-12,294.5949
102885,2026-03-13,290.024
102885,2026-03-14,290.024
102885,2026-03-15,290.024
102885,2026-03-16,291.085
102885,2026-03-17,292.6714
102885,2026-03-18,294.4864
102885,2026-03-19,287.9508
102885,2026-03-20,288.4659
102885,2026-03-21,288.4659
102885,2026-03-22,288.4659
102885,2026-03-23,281.4944
102885,2026-03-24,285.4767
102885,2026-03-25,289.8681
102885,2026-03-26,180.0367
102885,2026-03-27,285.7911
102885,2026-03-28,285.7911
102885,2026-03-29,285.7911
102885,2026-03-30,281.6947
102885,2026-03-31,281.6994
102885,2026-04-01,286.294
102885,2026-04-02,286.4497
102885,2026-04-03,178.9549
102885,2026-04-04,178.9549
102885,2026-04-05,178.9549
102885,2026-04-06,289.7233
102885,2026-04-07,290.4263
102885,2026-04-08,298.2106
102885,2026-04-09,297.3478
102885,2026-04-10,301.0769
102885,2026-04-11,301.0769
102885,2026-04-12,301.0769
102885,2026-04-13,300.7839
102885,2026-04-14,174.4421
102885,2026-04-15,304.7263
102885,2026-04-16,305.8
102885,2026-04-17,307.9244
102885,2026-04-18,307.9244
102885,2026-04-19,307.9244
102885,2026-04-20,308.1944
102885,2026-04-21,310.1666
102885,2026-04-22,311.1784
102885,2026-04-23,309.796
102885,2026-04-24,307.5391
102885,2026-04-25,307.5391
102885,2026-04-26,307.5391
102885,2026-04-27,309.6413
102885,2026-04-28,309.3387
102885,2026-04-29,308.9305
102885,2026-04-30,307.3436
102885,2026-05-01,187.1483
102885,2026-05-02,187.1483
102885,2026-05-03,187.1483
102885,2026-05-04,308.8658
102885,2026-05-05,308.1324
102885,2026-05-06,310.509
102885,2026-05-07,310.7953
102885,2026-05-08,308.9577
102885,2026-05-09,308.9577
102885,2026-05-10,308.9577
102885,2026-05-11,305.3804
102885,2026-05-12,300.3037
102885,2026-05-13,302.2261
102885,2026-05-14,305.2349
102885,2026-05-15,304.5669
102885,2026-05-16,304.5669
102885,2026-05-17,304.5669
102885,2026-05-18,305.2419
102885,2026-05-19,305.2593
102885,2026-05-20,305.7112
102885,2026-05-21,305.8753
102885,2026-05-22,306.8701
102885,2026-05-23,306.8701
102885,2026-05-24,306.8701
102885,2026-05-25,309.7912
102885,2026-05-26,310.4822
102885,2026-05-27,312.5698
102885,2026-05-28,185.4129
102885,2026-05-29,309.5667
102885,2026-05-30,309.5667
102885,2026-05-31,309.5763
102885,2026-06-01,307.0627
102885,2026-06-02,308.4988
102885,2026-06-03,307.3408
102885,2026-06-04,307.24
102885,2026-06-05,307.4286
102885,2026-06-06,307.4286
102885,2026-06-07,307.4286
102885,2026-06-08,304.1345
102885,2026-06-09,306.1169
102885,2026-06-10,304.0878
102885,2026-06-11,302.228
102885,2026-06-12,306.7313
102885,2026-06-13,306.7313
102885,2026-06-14,306.7313
102885,2026-06-15,309.403
102885,2026-06-16,310.1883
102885,2026-06-17,311.2864
102885,2026-06-18,313.2331
102885,2026-06-19,312.3153
102885,2026-06-20,312.3153
102885,2026-06-21,312.3153
102885,2026-06-22,314.148
102885,2026-06-23,311.5477
102885,2026-06-24,313.4697
102885,2026-06-25,312.8875
102885,2026-06-26,312.8875
102885,2026-06-27,312.8875
102885,2026-06-28,312.8875
102885,2026-06-29,311.5161
102885,2026-06-30,312.2066
102885,2026-07-01,313.3461
102885,2026-07-02,315.0436
102885,2026-07-03,315.7488
102885,2026-07-04,315.7488
102885,2026-07-05,315.7488
102885,2026-07-06,316.6556
102885,2026-07-07,316.1463
102885,2026-07-08,311.4451
102885,2026-07-09,312.0564
102885,2026-07-10,315.1705
102886,2022-01-03,119.2905
102886,2022-01-04,120.6402
102886,2022-01-05,121.458
102886,2022-01-06,125.2386
102886,2022-01-07,124.1321
102886,2022-01-08,124.1321
102886,2022-01-09,124.1321
102886,2022-01-10,124.0425
102886,2022-01-11,122.602
102886,2022-01-12,121.2644
102886,2022-01-13,121.9075
102886,2022-01-14,122.2902
102886,2022-01-15,122.2902
102886,2022-01-16,122.2902
102886,2022-01-17,123.1684
102886,2022-01-18,124.0206
102886,2022-01-19,123.7548
102886,2022-01-20,123.4793
102886,2022-01-21,122.1352
102886,2022-01-22,122.1352
102886,2022-01-23,122.1352
102886,2022-01-24,121.1963
102886,2022-01-25,121.1957
102886,2022-01-26,121.5638
102886,2022-01-27,122.6851
102886,2022-01-28,123.6658
102886,2022-01-29,123.6658
102886,2022-01-30,123.6658
102886,2022-01-31,126.0772
102886,2022-02-01,124.702
102886,2022-02-02,124.4392
102886,2022-02-03,123.2107
102886,2022-02-04,125.1932
102886,2022-02-05,125.1932
102886,2022-02-06,125.1932
102886,2022-02-07,124.5265
102886,2022-02-08,126.3452
102886,2022-02-09,128.6481
102886,2022-02-10,129.3735
102886,2022-02-11,129.9157
102886,2022-02-12,129.9157
102886,2022-02-13,129.9157
102886,2022-02-14,130.0635
102886,2022-02-15,129.6583
102886,2022-02-16,129.0683
102886,2022-02-17,128.9277
102886,2022-02-18,131.8628
102886,2022-02-19,131.8628
102886,2022-02-20,131.8628
102886,2022-02-21,130.3166
102886,2022-02-22,130.7243
102886,2022-02-23,131.931
102886,2022-02-24,131.5714
102886,2022-02-25,132.3175
102886,2022-02-26,132.3175
102886,2022-02-27,132.3175
102886,2022-02-28,130.0437
102886,2022-03-01,132.2117
102886,2022-03-02,134.1043
102886,2022-03-03,134.0368
102886,2022-03-04,132.7222
102886,2022-03-05,132.7222
102886,2022-03-06,132.7222
102886,2022-03-07,134.0781
102886,2022-03-08,132.3375
102886,2022-03-09,130.844
102886,2022-03-10,130.8484
102886,2022-03-11,133.3374
102886,2022-03-12,133.3374
102886,2022-03-13,133.3374
102886,2022-03-14,134.4543
102886,2022-03-15,133.5072
102886,2022-03-16,130.9345
102886,2022-03-17,131.088
102886,2022-03-18,131.5718
102886,2022-03-19,131.5718
102886,2022-03-20,131.5718
102886,2022-03-21,131.5459
102886,2022-03-22,134.5117
102886,2022-03-23,134.3901
102886,2022-03-24,130.8572
102886,2022-03-25,130.309
102886,2022-03-26,130.309
102886,2022-03-27,130.309
102886,2022-03-28,131.1084
102886,2022-03-29,131.8059
102886,2022-03-30,131.6162
102886,2022-03-31,131.1666
102886,2022-04-01,128.1511
102886,2022-04-02,128.1511
102886,2022-04-03,128.1511
102886,2022-04-04,128.3693
102886,2022-04-05,127.9363
102886,2022-04-06,128.4052
102886,2022-04-07,129.2496
102886,2022-04-08,131.2724
102886,2022-04-09,131.2724
102886,2022-04-10,131.2724
102886,2022-04-11,129.8671
102886,2022-04-12,127.9576
102886,2022-04-13,127.1673
102886,2022-04-14,126.1377
102886,2022-04-15,124.982
102886,2022-04-16,124.982
102886,2022-04-17,124.982
102886,2022-04-18,127.248
102886,2022-04-19,127.5603
102886,2022-04-20,130.6956
102886,2022-04-21,130.779
102886,2022-04-22,129.0445
102886,2022-04-23,129.0445
102886,2022-04-24,129.0445
102886,2022-04-25,127.8885
102886,2022-04-26,129.5537
102886,2022-04-27,127.8936
102886,2022-04-28,128.8373
102886,2022-04-29,128.375
102886,2022-04-30,128.375
102886,2022-05-01,128.375
102886,2022-05-02,127.0399
102886,2022-05-03,129.2529
102886,2022-05-04,128.4322
102886,2022-05-05,127.2521
102886,2022-05-06,127.2178
102886,2022-05-07,127.2178
102886,2022-05-08,127.2178
102886,2022-05-09,126.5316
102886,2022-05-10,130.0186
102886,2022-05-11,131.7681
102886,2022-05-12,130.9281
102886,2022-05-13,130.2732
102886,2022-05-14,130.2732
102886,2022-05-15,130.2732
102886,2022-05-16,127.248
102886,2022-05-17,127.5434
102886,2022-05-18,126.4934
102886,2022-05-19,126.7122
102886,2022-05-20,123.8484
102886,2022-05-21,123.8484
102886,2022-05-22,123.8484
102886,2022-05-23,123.8923
102886,2022-05-24,126.5223
102886,2022-05-25,126.6898
102886,2022-05-26,125.6052
102886,2022-05-27,125.6592
102886,2022-05-28,125.6592
102886,2022-05-29,125.6592
102886,2022-05-30,125.6473
102886,2022-05-31,129.0742
102886,2022-06-01,128.6478
102886,2022-06-02,126.8938
102886,2022-06-03,127.0121
102886,2022-06-04,127.0121
102886,2022-06-05,127.0121
102886,2022-06-06,127.3956
102886,2022-06-07,128.3424
102886,2022-06-08,129.596
102886,2022-06-09,132.7546
102886,2022-06-10,131.9004
102886,2022-06-11,131.9004
102886,2022-06-12,131.9004
102886,2022-06-13,130.9093
102886,2022-06-14,128.1226
102886,2022-06-15,129.2284
102886,2022-06-16,127.9495
102886,2022-06-17,129.4097
102886,2022-06-18,129.4097
102886,2022-06-19,129.4097
102886,2022-06-20,128.7373
102886,2022-06-21,131.5131
102886,2022-06-22,129.3631
102886,2022-06-23,131.0451
102886,2022-06-24,132.5598
102886,2022-06-25,132.5598
102886,2022-06-26,132.5598
102886,2022-06-27,133.4879
102886,2022-06-28,131.8036
102886,2022-06-29,132.7337
102886,2022-06-30,133.0252
102886,2022-07-01,130.2306
102886,2022-07-02,130.2306
102886,2022-07-03,130.2306
102886,2022-07-04,132.7718
102886,2022-07-05,132.313
102886,2022-07-06,134.7705
102886,2022-07-07,134.7523
102886,2022-07-08,136.438
102886,2022-07-09,136.438
102886,2022-07-10,136.438
102886,2022-07-11,135.1327
102886,2022-07-12,135.5714
102886,2022-07-13,135.8968
102886,2022-07-14,135.4628
102886,2022-07-15,134.1513
102886,2022-07-16,134.1513
102886,2022-07-17,134.1513
102886,2022-07-18,129.4036
102886,2022-07-19,128.1868
102886,2022-07-20,129.3533
102886,2022-07-21,127.2969
102886,2022-07-22,125.5842
102886,2022-07-23,125.5842
102886,2022-07-24,125.5842
102886,2022-07-25,123.5292
102886,2022-07-26,123.922
102886,2022-07-27,122.6867
102886,2022-07-28,124.5758
102886,2022-07-29,125.7608
102886,2022-07-30,125.7608
102886,2022-07-31,125.7608
102886,2022-08-01,126.1475
102886,2022-08-02,126.6926
102886,2022-08-03,125.6257
102886,2022-08-04,124.5682
102886,2022-08-05,125.7176
102886,2022-08-06,125.7176
102886,2022-08-07,125.7176
102886,2022-08-08,127.1853
102886,2022-08-09,128.3453
102886,2022-08-10,127.7106
102886,2022-08-11,127.1996
102886,2022-08-12,125.8739
102886,2022-08-13,125.8739
102886,2022-08-14,125.8739
102886,2022-08-15,127.1224
102886,2022-08-16,124.2565
102886,2022-08-17,121.1029
102886,2022-08-18,118.3113
102886,2022-08-19,115.3935
102886,2022-08-20,115.3935
102886,2022-08-21,115.3935
102886,2022-08-22,117.3624
102886,2022-08-23,118.5528
102886,2022-08-24,116.943
102886,2022-08-25,116.8737
102886,2022-08-26,119.0224
102886,2022-08-27,119.0224
102886,2022-08-28,119.0224
102886,2022-08-29,119.8179
102886,2022-08-30,122.9718
102886,2022-08-31,122.8866
102886,2022-09-01,122.009
102886,2022-09-02,120.5217
102886,2022-09-03,120.5217
102886,2022-09-04,120.5217
102886,2022-09-05,120.6372
102886,2022-09-06,122.0787
102886,2022-09-07,122.3061
102886,2022-09-08,121.865
102886,2022-09-09,123.7951
102886,2022-09-10,123.7951
102886,2022-09-11,123.7951
102886,2022-09-12,124.6653
102886,2022-09-13,124.5802
102886,2022-09-14,123.5257
102886,2022-09-15,123.2332
102886,2022-09-16,124.016
102886,2022-09-17,124.016
102886,2022-09-18,124.016
102886,2022-09-19,122.9461
102886,2022-09-20,121.2258
102886,2022-09-21,120.6125
102886,2022-09-22,120.6228
102886,2022-09-23,122.6899
102886,2022-09-24,122.6899
102886,2022-09-25,122.6899
102886,2022-09-26,121.0798
102886,2022-09-27,121.4908
102886,2022-09-28,121.1696
102886,2022-09-29,120.921
102886,2022-09-30,123.2527
102886,2022-10-01,123.2527
102886,2022-10-02,123.2527
102886,2022-10-03,123.4558
102886,2022-10-04,122.1957
102886,2022-10-05,123.5858
102886,2022-10-06,124.8818
102886,2022-10-07,123.4775
102886,2022-10-08,123.4775
102886,2022-10-09,123.4775
102886,2022-10-10,121.8092
102886,2022-10-11,122.4918
102886,2022-10-12,122.5261
102886,2022-10-13,121.9201
102886,2022-10-14,123.5546
102886,2022-10-15,123.5546
102886,2022-10-16,123.5546
102886,2022-10-17,122.7646
102886,2022-10-18,123.4689
102886,2022-10-19,125.3015
102886,2022-10-20,124.8782
102886,2022-10-21,122.2565
102886,2022-10-22,122.2565
102886,2022-10-23,122.2565
102886,2022-10-24,121.7502
102886,2022-10-25,122.1087
102886,2022-10-26,123.6668
102886,2022-10-27,122.9807
102886,2022-10-28,125.6281
102886,2022-10-29,125.6281
102886,2022-10-30,125.6281
102886,2022-10-31,123.7737
102886,2022-11-01,124.1008
102886,2022-11-02,123.8296
102886,2022-11-03,125.9272
102886,2022-11-04,123.8091
102886,2022-11-05,123.8091
102886,2022-11-06,123.8091
102886,2022-11-07,124.5254
102886,2022-11-08,124.2457
102886,2022-11-09,126.626
102886,2022-11-10,125.4611
102886,2022-11-11,126.1714
102886,2022-11-12,126.1714
102886,2022-11-13,126.1714
102886,2022-11-14,124.9962
102886,2022-11-15,125.3624
102886,2022-11-16,124.8937
102886,2022-11-17,124.403
102886,2022-11-18,121.5607
102886,2022-11-19,121.5607
102886,2022-11-20,121.5607
102886,2022-11-21,122.2478
102886,2022-11-22,120.756
102886,2022-11-23,119.2332
102886,2022-11-24,117.1132
102886,2022-11-25,115.7202
102886,2022-11-26,115.7202
102886,2022-11-27,115.7202
102886,2022-11-28,116.4941
102886,2022-11-29,117.2039
102886,2022-11-30,118.2184
102886,2022-12-01,116.853
102886,2022-12-02,117.2328
102886,2022-12-03,117.2328
102886,2022-12-04,117.2328
102886,2022-12-05,116.451
102886,2022-12-06,117.8688
102886,2022-12-07,118.5513
102886,2022-12-08,117.7028
102886,2022-12-09,119.2583
102886,2022-12-10,119.2583
102886,2022-12-11,119.2583
102886,2022-12-12,120.0657
102886,2022-12-13,118.1686
102886,2022-12-14,115.9062
102886,2022-12-15,114.1285
102886,2022-12-16,116.4822
102886,2022-12-17,116.4822
102886,2022-12-18,116.4822
102886,2022-12-19,115.1527
102886,2022-12-20,117.8472
102886,2022-12-21,116.4299
102886,2022-12-22,114.883
102886,2022-12-23,116.1777
102886,2022-12-24,116.1777
102886,2022-12-25,116.1777
102886,2022-12-26,117.551
102886,2022-12-27,118.4155
102886,2022-12-28,119.4582
102886,2022-12-29,118.3974
102886,2022-12-30,119.6645
102886,2022-12-31,119.6645
102886,2023-01-01,119.6645
102886,2023-01-02,120.0897
102886,2023-01-03,119.6465
102886,2023-01-04,119.8629
102886,2023-01-05,121.4761
102886,2023-01-06,122.1296
102886,2023-01-07,122.1296
102886,2023-01-08,122.1296
102886,2023-01-09,119.0961
102886,2023-01-10,120.4545
102886,2023-01-11,121.7168
102886,2023-01-12,121.2476
102886,2023-01-13,121.4991
102886,2023-01-14,121.4991
102886,2023-01-15,121.4991
102886,2023-01-16,121.7452
102886,2023-01-17,118.975
102886,2023-01-18,118.4843
102886,2023-01-19,118.0503
102886,2023-01-20,117.9057
102886,2023-01-21,117.9057
102886,2023-01-22,117.9057
102886,2023-01-23,117.245
102886,2023-01-24,118.2587
102886,2023-01-25,117.198
102886,2023-01-26,118.5615
102886,2023-01-27,119.5191
102886,2023-01-28,119.5191
102886,2023-01-29,119.5191
102886,2023-01-30,121.5631
102886,2023-01-31,124.1958
102886,2023-02-01,126.8957
102886,2023-02-02,125.1921
102886,2023-02-03,125.7937
102886,2023-02-04,125.7937
102886,2023-02-05,125.7937
102886,2023-02-06,124.8018
102886,2023-02-07,129.8868
102886,2023-02-08,130.9332
102886,2023-02-09,133.2616
102886,2023-02-10,134.0482
102886,2023-02-11,134.0482
102886,2023-02-12,134.0482
102886,2023-02-13,129.9735
102886,2023-02-14,128.8472
102886,2023-02-15,127.8804
102886,2023-02-16,127.3706
102886,2023-02-17,128.0063
102886,2023-02-18,128.0063
102886,2023-02-19,128.0063
102886,2023-02-20,128.8636
102886,2023-02-21,124.9586
102886,2023-02-22,124.6888
102886,2023-02-23,124.0495
102886,2023-02-24,126.2021
102886,2023-02-25,126.2021
102886,2023-02-26,126.2021
102886,2023-02-27,127.1856
102886,2023-02-28,126.9929
102886,2023-03-01,127.4193
102886,2023-03-02,124.9565
102886,2023-03-03,126.0345
102886,2023-03-04,126.0345
102886,2023-03-05,126.0345
102886,2023-03-06,125.5239
102886,2023-03-07,124.4007
102886,2023-03-08,126.4582
102886,2023-03-09,126.9586
102886,2023-03-10,126.0365
102886,2023-03-11,126.0365
102886,2023-03-12,126.0365
102886,2023-03-13,125.2125
102886,2023-03-14,125.8469
102886,2023-03-15,126.3669
102886,2023-03-16,126.4968
102886,2023-03-17,124.772
102886,2023-03-18,124.772
102886,2023-03-19,124.772
102886,2023-03-20,123.2889
102886,2023-03-21,122.272
102886,2023-03-22,122.0676
102886,2023-03-23,122.0896
102886,2023-03-24,121.9383
102886,2023-03-25,121.9383
102886,2023-03-26,121.9383
102886,2023-03-27,121.8539
102886,2023-03-28,124.7128
102886,2023-03-29,126.072
102886,2023-03-30,127.964
102886,2023-03-31,128.7639
102886,2023-04-01,128.7639
102886,2023-04-02,128.7639
102886,2023-04-03,128.9625
102886,2023-04-04,129.6843
102886,2023-04-05,130.123
102886,2023-04-06,131.4762
102886,2023-04-07,130.0383
102886,2023-04-08,130.0383
102886,2023-04-09,130.0383
102886,2023-04-10,131.2597
102886,2023-04-11,131.6112
102886,2023-04-12,128.8821
102886,2023-04-13,129.1014
102886,2023-04-14,127.1845
102886,2023-04-15,127.1845
102886,2023-04-16,127.1845
102886,2023-04-17,126.458
102886,2023-04-18,126.3025
102886,2023-04-19,124.1283
102886,2023-04-20,124.1322
102886,2023-04-21,124.3178
102886,2023-04-22,124.3178
102886,2023-04-23,124.3178
102886,2023-04-24,125.5311
102886,2023-04-25,124.9354
102886,2023-04-26,125.4311
102886,2023-04-27,125.3725
102886,2023-04-28,124.8306
102886,2023-04-29,124.8306
102886,2023-04-30,124.8306
102886,2023-05-01,122.442
102886,2023-05-02,122.3611
102886,2023-05-03,123.5396
102886,2023-05-04,122.2491
102886,2023-05-05,122.0131
102886,2023-05-06,122.0131
102886,2023-05-07,122.0131
102886,2023-05-08,121.9925
102886,2023-05-09,123.6963
102886,2023-05-10,123.8244
102886,2023-05-11,124.3359
102886,2023-05-12,124.4069
102886,2023-05-13,124.4069
102886,2023-05-14,124.4069
102886,2023-05-15,123.7595
102886,2023-05-16,122.1728
102886,2023-05-17,121.8388
102886,2023-05-18,122.4964
102886,2023-05-19,122.7598
102886,2023-05-20,122.7598
102886,2023-05-21,122.7598
102886,2023-05-22,125.0373
102886,2023-05-23,126.5462
102886,2023-05-24,128.5259
102886,2023-05-25,125.522
102886,2023-05-26,128.0036
102886,2023-05-27,128.0036
102886,2023-05-28,128.0036
102886,2023-05-29,128.4997
102886,2023-05-30,129.2173
102886,2023-05-31,130.6986
102886,2023-06-01,130.8202
102886,2023-06-02,129.2421
102886,2023-06-03,129.2421
102886,2023-06-04,129.2421
102886,2023-06-05,131.5893
102886,2023-06-06,130.4729
102886,2023-06-07,129.0297
102886,2023-06-08,128.7552
102886,2023-06-09,128.2482
102886,2023-06-10,128.2482
102886,2023-06-11,128.2482
102886,2023-06-12,128.3406
102886,2023-06-13,128.2763
102886,2023-06-14,130.4493
102886,2023-06-15,131.257
102886,2023-06-16,130.0039
102886,2023-06-17,130.0039
102886,2023-06-18,130.0039
102886,2023-06-19,128.9746
102886,2023-06-20,128.4634
102886,2023-06-21,127.9603
102886,2023-06-22,127.2602
102886,2023-06-23,125.6778
102886,2023-06-24,125.6778
102886,2023-06-25,125.6778
102886,2023-06-26,126.2005
102886,2023-06-27,125.5989
102886,2023-06-28,124.26
102886,2023-06-29,125.0685
102886,2023-06-30,126.4294
102886,2023-07-01,126.4294
102886,2023-07-02,126.4294
102886,2023-07-03,126.1433
102886,2023-07-04,128.9488
102886,2023-07-05,132.5032
102886,2023-07-06,133.3836
102886,2023-07-07,132.7267
102886,2023-07-08,132.7267
102886,2023-07-09,132.7267
102886,2023-07-10,133.2445
102886,2023-07-11,131.3947
102886,2023-07-12,130.1184
102886,2023-07-13,127.6101
102886,2023-07-14,126.7393
102886,2023-07-15,126.7393
102886,2023-07-16,126.7393
102886,2023-07-17,124.9677
102886,2023-07-18,125.9895
102886,2023-07-19,124.9491
102886,2023-07-20,125.4481
102886,2023-07-21,126.6615
102886,2023-07-22,126.6615
102886,2023-07-23,126.6615
102886,2023-07-24,128.5365
102886,2023-07-25,128.0803
102886,2023-07-26,128.6441
102886,2023-07-27,129.2597
102886,2023-07-28,131.3314
102886,2023-07-29,131.3314
102886,2023-07-30,131.3314
102886,2023-07-31,132.6583
102886,2023-08-01,134.8349
102886,2023-08-02,132.2642
102886,2023-08-03,131.3054
102886,2023-08-04,133.0267
102886,2023-08-05,133.0267
102886,2023-08-06,133.0267
102886,2023-08-07,134.0449
102886,2023-08-08,133.9348
102886,2023-08-09,133.2669
102886,2023-08-10,134.6216
102886,2023-08-11,131.5582
102886,2023-08-12,131.5582
102886,2023-08-13,131.5582
102886,2023-08-14,132.9011
102886,2023-08-15,133.1352
102886,2023-08-16,132.4479
102886,2023-08-17,133.3367
102886,2023-08-18,132.8116
102886,2023-08-19,132.8116
102886,2023-08-20,132.8116
102886,2023-08-21,132.9474
102886,2023-08-22,132.9635
102886,2023-08-23,134.2442
102886,2023-08-24,134.5909
102886,2023-08-25,131.6392
102886,2023-08-26,131.6392
102886,2023-08-27,131.6392
102886,2023-08-28,129.5514
102886,2023-08-29,127.9674
