investor_id,sip_tx_count,avg_gap_days,at_risk,max_gap_days
INV003524,7,64.16666666666667,at-risk,203
INV004299,8,64.14285714285714,at-risk,175
INV000786,9,64.125,at-risk,199
INV000734,8,64.0,at-risk,180
INV002783,7,64.0,at-risk,126
INV002675,8,63.857142857142854,at-risk,138
INV002211,7,63.833333333333336,at-risk,109
INV004978,7,63.833333333333336,at-risk,157
INV000567,6,63.8,at-risk,166
INV000994,6,63.8,at-risk,167
INV004124,6,63.8,at-risk,193
INV003393,8,63.714285714285715,at-risk,178
INV004911,7,63.666666666666664,at-risk,97
INV002018,6,63.6,at-risk,106
INV001394,8,63.57142857142857,at-risk,171
INV001778,8,63.57142857142857,at-risk,283
INV002143,8,63.57142857142857,at-risk,148
INV001865,7,63.5,at-risk,145
INV002800,7,63.5,at-risk,108
INV002322,6,63.4,at-risk,102
INV003279,9,63.375,at-risk,147
INV000678,7,63.333333333333336,at-risk,140
INV003370,7,63.333333333333336,at-risk,206
INV003787,9,63.25,at-risk,178
INV004967,6,63.2,at-risk,112
INV002265,7,63.166666666666664,at-risk,244
INV004151,8,63.142857142857146,at-risk,197
INV001497,9,63.0,at-risk,138
INV002453,7,63.0,at-risk,87
INV004172,8,63.0,at-risk,196
INV004343,6,63.0,at-risk,190
INV004576,6,63.0,at-risk,132
INV001837,7,62.833333333333336,at-risk,157
INV000675,6,62.8,at-risk,155
INV000289,8,62.714285714285715,at-risk,142
INV003097,8,62.714285714285715,at-risk,121
INV000400,6,62.6,at-risk,101
INV002251,6,62.6,at-risk,157
INV003169,6,62.6,at-risk,178
INV000205,8,62.57142857142857,at-risk,193
INV001697,9,62.5,at-risk,287
INV003905,7,62.5,at-risk,103
INV004464,7,62.5,at-risk,142
INV002111,8,62.42857142857143,at-risk,123
INV000568,6,62.4,at-risk,180
INV003357,6,62.4,at-risk,100
INV003625,6,62.4,at-risk,168
INV000268,7,62.333333333333336,at-risk,143
INV000646,7,62.333333333333336,at-risk,138
INV002659,7,62.333333333333336,at-risk,224
INV004009,8,62.285714285714285,at-risk,87
INV001909,8,62.142857142857146,at-risk,121
INV002196,8,62.142857142857146,at-risk,115
INV000874,9,62.125,at-risk,149
INV002570,7,62.0,at-risk,150
INV004813,6,62.0,at-risk,253
INV004819,7,62.0,at-risk,120
INV004014,9,61.875,at-risk,182
INV002654,8,61.857142857142854,at-risk,115
INV004266,7,61.833333333333336,at-risk,101
INV000164,6,61.8,at-risk,208
INV000180,6,61.8,at-risk,229
INV001551,6,61.8,at-risk,131
INV003257,6,61.8,at-risk,139
INV003723,6,61.8,at-risk,124
INV001117,8,61.714285714285715,at-risk,137
INV002216,8,61.714285714285715,at-risk,172
INV001802,7,61.666666666666664,at-risk,151
INV004125,9,61.625,at-risk,142
INV002290,6,61.6,at-risk,112
INV002826,6,61.6,at-risk,91
INV004450,6,61.6,at-risk,153
INV004484,6,61.6,at-risk,182
INV002568,8,61.57142857142857,at-risk,144
INV004361,8,61.57142857142857,at-risk,124
INV003913,8,61.42857142857143,at-risk,136
INV002722,6,61.4,at-risk,178
INV004753,6,61.4,at-risk,87
INV003432,7,61.333333333333336,at-risk,97
INV000854,9,61.25,at-risk,170
INV002368,7,61.166666666666664,at-risk,215
INV003221,7,61.166666666666664,at-risk,99
INV003271,7,61.166666666666664,at-risk,157
INV004755,7,61.166666666666664,at-risk,181
INV004239,8,61.142857142857146,at-risk,130
INV000163,8,61.0,at-risk,80
INV003242,7,61.0,at-risk,159
INV004411,6,61.0,at-risk,111
INV003509,9,60.875,at-risk,149
INV000986,7,60.833333333333336,at-risk,182
INV003215,7,60.833333333333336,at-risk,105
INV000441,6,60.8,at-risk,151
INV000029,7,60.666666666666664,at-risk,96
INV000939,8,60.57142857142857,at-risk,154
INV001234,8,60.57142857142857,at-risk,119
INV001605,8,60.57142857142857,at-risk,136
INV002939,7,60.5,at-risk,127
INV003457,7,60.5,at-risk,117
INV003654,7,60.5,at-risk,124
INV003708,7,60.5,at-risk,104
INV004319,9,60.5,at-risk,275
INV001937,8,60.42857142857143,at-risk,253
INV001140,6,60.4,at-risk,125
INV002151,9,60.375,at-risk,201
INV001001,8,60.285714285714285,at-risk,137
INV001355,6,60.2,at-risk,187
INV001662,6,60.2,at-risk,147
INV002127,6,60.2,at-risk,113
INV001950,7,60.166666666666664,at-risk,134
INV003862,7,60.166666666666664,at-risk,184
INV001217,8,60.142857142857146,at-risk,205
INV003273,8,60.142857142857146,at-risk,134
INV000768,8,60.0,at-risk,124
INV001806,8,60.0,at-risk,209
INV002319,7,60.0,at-risk,123
INV002369,6,60.0,at-risk,136
INV004153,8,60.0,at-risk,125
INV004531,8,60.0,at-risk,159
INV001656,8,59.857142857142854,at-risk,246
INV002804,8,59.857142857142854,at-risk,209
INV001458,7,59.833333333333336,at-risk,101
INV003214,6,59.8,at-risk,170
INV000228,9,59.75,at-risk,188
INV004924,9,59.75,at-risk,116
INV000778,8,59.714285714285715,at-risk,182
INV000123,7,59.666666666666664,at-risk,142
INV002808,7,59.666666666666664,at-risk,120
INV004602,9,59.625,at-risk,242
INV000260,8,59.57142857142857,at-risk,206
INV000893,7,59.5,at-risk,147
INV001064,9,59.5,at-risk,160
INV003146,9,59.5,at-risk,283
INV000776,8,59.42857142857143,at-risk,116
INV003360,8,59.42857142857143,at-risk,163
INV000877,6,59.4,at-risk,159
INV003372,6,59.4,at-risk,118
INV003459,6,59.4,at-risk,113
INV003301,9,59.375,at-risk,113
INV002793,7,59.333333333333336,at-risk,125
INV000371,8,59.285714285714285,at-risk,147
INV000529,6,59.2,at-risk,110
INV000907,6,59.2,at-risk,139
INV004372,6,59.2,at-risk,155
INV001924,7,59.166666666666664,at-risk,119
INV003627,7,59.166666666666664,at-risk,152
INV002401,8,59.142857142857146,at-risk,125
INV002704,8,59.142857142857146,at-risk,139
INV004594,8,59.142857142857146,at-risk,122
INV004956,8,59.142857142857146,at-risk,155
INV000589,9,59.125,at-risk,90
INV003491,9,59.125,at-risk,119
INV001235,9,59.0,at-risk,161
INV001803,6,59.0,at-risk,127
INV003406,8,59.0,at-risk,251
INV003734,8,59.0,at-risk,290
INV001680,9,58.875,at-risk,200
INV001951,7,58.833333333333336,at-risk,124
INV001866,6,58.8,at-risk,117
INV001927,6,58.8,at-risk,91
INV004099,6,58.8,at-risk,174
INV004477,8,58.714285714285715,at-risk,180
INV004635,7,58.666666666666664,at-risk,142
INV003528,9,58.625,at-risk,186
INV000023,8,58.57142857142857,at-risk,115
INV002157,7,58.5,at-risk,142
INV002737,8,58.42857142857143,at-risk,104
INV002162,9,58.375,at-risk,198
INV000827,8,58.285714285714285,at-risk,122
INV003003,9,58.25,at-risk,100
INV003187,9,58.25,at-risk,244
INV000403,6,58.2,at-risk,90
INV001599,6,58.2,at-risk,133
INV004098,6,58.2,at-risk,87
INV004199,6,58.2,at-risk,138
INV000929,7,58.166666666666664,at-risk,116
INV002994,7,58.166666666666664,at-risk,142
INV001823,8,58.142857142857146,at-risk,172
INV001116,9,58.125,at-risk,194
INV000194,7,58.0,at-risk,109
INV001202,8,58.0,at-risk,103
INV000718,7,57.833333333333336,at-risk,118
INV003063,7,57.833333333333336,at-risk,112
INV003851,7,57.833333333333336,at-risk,121
INV000445,9,57.75,at-risk,129
INV002343,9,57.75,at-risk,115
INV003036,8,57.714285714285715,at-risk,138
INV000173,7,57.666666666666664,at-risk,165
INV004983,7,57.666666666666664,at-risk,128
INV001777,9,57.625,at-risk,156
INV001160,8,57.57142857142857,at-risk,99
INV002230,8,57.57142857142857,at-risk,171
INV002415,8,57.42857142857143,at-risk,110
INV003075,8,57.42857142857143,at-risk,128
INV003407,8,57.42857142857143,at-risk,146
INV003780,8,57.42857142857143,at-risk,135
INV004776,9,57.375,at-risk,145
INV001387,9,57.25,at-risk,130
INV003219,6,57.2,at-risk,86
INV001442,9,57.125,at-risk,238
INV000012,8,57.0,at-risk,132
INV000105,8,57.0,at-risk,87
INV001137,7,57.0,at-risk,120
INV001631,6,57.0,at-risk,101
INV002329,7,57.0,at-risk,183
INV003140,8,57.0,at-risk,125
INV004306,7,57.0,at-risk,118
INV004391,6,57.0,at-risk,96
INV001532,7,56.833333333333336,at-risk,101
INV001737,7,56.833333333333336,at-risk,191
INV004715,7,56.833333333333336,at-risk,169
INV001516,6,56.8,at-risk,85
INV003308,9,56.75,at-risk,141
INV002838,8,56.714285714285715,at-risk,116
INV000467,10,56.666666666666664,at-risk,272
INV003478,9,56.625,at-risk,195
INV001585,6,56.6,at-risk,182
INV001993,6,56.6,at-risk,147
INV003391,6,56.6,at-risk,193
INV003403,6,56.6,at-risk,116
INV004063,8,56.57142857142857,at-risk,167
INV000191,7,56.5,at-risk,161
INV003374,7,56.5,at-risk,128
INV002471,6,56.4,at-risk,98
INV003178,6,56.4,at-risk,84
INV003945,7,56.333333333333336,at-risk,175
INV000690,8,56.285714285714285,at-risk,134
INV003179,9,56.25,at-risk,151
INV001841,6,56.2,at-risk,129
INV002794,7,56.166666666666664,at-risk,111
INV001383,8,56.142857142857146,at-risk,117
INV003748,8,56.142857142857146,at-risk,182
INV000183,9,56.125,at-risk,216
INV002360,9,56.125,at-risk,129
INV002575,9,56.125,at-risk,128
INV000131,7,56.0,at-risk,123
INV001597,7,56.0,at-risk,165
INV001654,7,56.0,at-risk,137
INV003475,9,56.0,at-risk,155
INV003979,8,56.0,at-risk,123
INV004607,8,56.0,at-risk,214
INV004868,8,56.0,at-risk,226
INV001053,8,55.857142857142854,at-risk,116
INV001804,8,55.857142857142854,at-risk,126
INV004891,8,55.857142857142854,at-risk,128
INV000615,7,55.833333333333336,at-risk,139
INV002025,7,55.833333333333336,at-risk,92
INV002171,7,55.833333333333336,at-risk,150
INV000547,6,55.8,at-risk,140
INV004094,6,55.8,at-risk,167
INV004106,6,55.8,at-risk,151
INV000280,9,55.75,at-risk,191
INV001564,8,55.714285714285715,at-risk,157
INV002572,8,55.714285714285715,at-risk,108
INV004243,8,55.714285714285715,at-risk,131
INV000395,7,55.666666666666664,at-risk,119
INV003158,9,55.625,at-risk,138
INV000843,6,55.6,at-risk,102
INV001757,8,55.57142857142857,at-risk,121
INV002409,8,55.57142857142857,at-risk,125
INV000093,7,55.5,at-risk,91
INV000822,7,55.5,at-risk,141
INV002942,9,55.5,at-risk,180
INV003398,8,55.42857142857143,at-risk,140
INV001979,6,55.4,at-risk,100
INV002361,6,55.4,at-risk,198
INV002400,9,55.375,at-risk,141
INV000013,7,55.333333333333336,at-risk,104
INV001102,7,55.333333333333336,at-risk,87
INV002697,7,55.333333333333336,at-risk,199
INV002767,7,55.333333333333336,at-risk,145
INV003892,10,55.22222222222222,at-risk,114
INV001653,6,55.2,at-risk,94
INV004112,6,55.2,at-risk,112
INV003139,7,55.166666666666664,at-risk,133
INV000789,8,55.142857142857146,at-risk,225
INV001858,8,55.142857142857146,at-risk,261
INV004504,8,55.142857142857146,at-risk,247
INV003189,9,55.125,at-risk,198
INV003906,10,55.111111111111114,at-risk,115
INV000524,7,55.0,at-risk,91
INV000546,9,55.0,at-risk,154
INV000894,6,55.0,at-risk,105
INV001485,9,55.0,at-risk,150
INV001871,7,55.0,at-risk,101
INV002033,7,55.0,at-risk,123
INV004533,7,55.0,at-risk,118
INV004608,8,55.0,at-risk,96
INV004973,9,55.0,at-risk,99
INV004116,10,54.888888888888886,at-risk,117
INV000641,6,54.8,at-risk,126
INV004642,6,54.8,at-risk,232
INV000512,9,54.75,at-risk,112
INV001971,8,54.714285714285715,at-risk,87
INV003015,7,54.666666666666664,at-risk,91
INV003952,7,54.666666666666664,at-risk,95
INV001308,9,54.625,at-risk,147
INV004901,6,54.6,at-risk,96
INV004574,8,54.57142857142857,at-risk,116
INV004737,10,54.55555555555556,at-risk,120
INV000097,7,54.5,at-risk,183
INV000372,7,54.5,at-risk,121
INV000683,9,54.5,at-risk,137
INV001603,7,54.5,at-risk,93
INV003070,9,54.5,at-risk,132
INV004521,7,54.5,at-risk,76
INV000341,8,54.42857142857143,at-risk,191
INV000356,6,54.4,at-risk,157
INV004638,7,54.333333333333336,at-risk,110
INV003586,8,54.285714285714285,at-risk,113
INV001504,9,54.25,at-risk,134
INV001811,9,54.25,at-risk,196
INV004621,9,54.25,at-risk,203
INV001051,8,54.142857142857146,at-risk,139
INV002179,8,54.142857142857146,at-risk,171
INV000359,9,54.125,at-risk,197
INV004848,9,54.125,at-risk,166
INV000631,6,54.0,at-risk,145
INV000901,6,54.0,at-risk,95
INV003351,6,54.0,at-risk,86
INV004528,7,54.0,at-risk,149
INV004414,8,53.857142857142854,at-risk,176
INV004459,7,53.833333333333336,at-risk,141
INV002459,8,53.714285714285715,at-risk,161
INV003277,8,53.714285714285715,at-risk,192
INV004241,10,53.666666666666664,at-risk,117
INV004798,7,53.666666666666664,at-risk,106
INV000388,9,53.625,at-risk,119
INV000262,8,53.57142857142857,at-risk,122
INV000642,9,53.5,at-risk,139
INV003669,7,53.5,at-risk,98
INV000265,10,53.44444444444444,at-risk,140
INV001195,8,53.42857142857143,at-risk,167
INV001060,9,53.375,at-risk,89
INV002921,7,53.333333333333336,at-risk,121
INV004267,7,53.333333333333336,at-risk,109
INV002282,6,53.2,at-risk,102
INV002666,7,53.166666666666664,at-risk,100
INV002850,7,53.166666666666664,at-risk,166
INV003642,7,53.166666666666664,at-risk,217
INV003005,8,53.142857142857146,at-risk,107
INV004555,8,53.142857142857146,at-risk,151
INV000751,9,53.0,at-risk,193
INV000942,7,53.0,at-risk,92
INV001616,9,53.0,at-risk,117
INV002413,8,53.0,at-risk,189
INV002496,6,53.0,at-risk,156
INV002822,7,53.0,at-risk,108
INV002744,10,52.888888888888886,at-risk,139
INV004282,8,52.857142857142854,at-risk,105
INV003375,8,52.714285714285715,at-risk,158
INV003534,8,52.714285714285715,at-risk,160
INV002847,10,52.666666666666664,at-risk,129
INV001739,9,52.5,at-risk,96
INV002367,7,52.5,at-risk,134
INV003938,7,52.5,at-risk,110
INV000556,8,52.42857142857143,at-risk,156
INV004974,8,52.42857142857143,at-risk,102
INV000634,9,52.25,at-risk,147
INV000698,9,52.25,at-risk,219
INV002349,6,52.2,at-risk,75
INV002591,6,52.2,at-risk,139
INV004348,6,52.2,at-risk,120
INV000428,8,52.142857142857146,at-risk,164
INV000148,9,52.0,at-risk,168
INV000309,8,52.0,at-risk,157
INV003630,7,52.0,at-risk,96
INV004023,10,52.0,at-risk,93
INV003761,8,51.857142857142854,at-risk,150
INV001208,7,51.833333333333336,at-risk,107
INV001315,7,51.833333333333336,at-risk,124
INV001514,7,51.833333333333336,at-risk,72
INV002951,7,51.833333333333336,at-risk,82
INV003740,7,51.833333333333336,at-risk,172
INV001709,6,51.8,at-risk,84
INV000596,9,51.75,at-risk,140
INV001628,8,51.714285714285715,at-risk,139
INV001649,10,51.666666666666664,at-risk,120
INV002083,10,51.666666666666664,at-risk,193
INV002237,7,51.666666666666664,at-risk,142
INV003695,7,51.666666666666664,at-risk,157
INV002508,9,51.625,at-risk,171
INV002733,8,51.57142857142857,at-risk,150
INV003431,6,51.4,at-risk,152
INV002598,9,51.375,at-risk,179
INV002974,7,51.333333333333336,at-risk,105
INV003581,8,51.285714285714285,at-risk,95
INV001299,9,51.25,at-risk,121
INV003964,10,51.22222222222222,at-risk,130
INV001826,6,51.2,at-risk,128
INV004611,7,51.166666666666664,at-risk,217
INV000201,9,51.125,at-risk,100
INV001061,9,51.125,at-risk,141
INV003236,9,51.125,at-risk,115
INV003256,7,51.0,at-risk,90
INV003530,6,51.0,at-risk,101
INV003681,9,51.0,at-risk,101
INV004917,7,51.0,at-risk,77
INV003091,9,50.875,at-risk,199
INV001219,8,50.857142857142854,at-risk,118
INV004843,8,50.857142857142854,at-risk,153
INV000573,7,50.833333333333336,at-risk,154
INV002199,7,50.833333333333336,at-risk,94
INV003812,7,50.833333333333336,at-risk,174
INV000527,6,50.8,at-risk,116
INV004427,11,50.8,at-risk,125
INV002389,10,50.77777777777778,at-risk,126
INV003771,10,50.77777777777778,at-risk,130
INV001295,9,50.75,at-risk,165
INV001886,9,50.75,at-risk,129
INV000331,8,50.714285714285715,at-risk,163
INV003722,7,50.666666666666664,at-risk,135
INV004472,7,50.666666666666664,at-risk,156
INV004630,9,50.625,at-risk,95
INV003738,6,50.6,at-risk,117
INV004643,6,50.6,at-risk,101
INV001728,8,50.57142857142857,at-risk,131
INV001361,7,50.5,at-risk,103
INV001314,10,50.44444444444444,at-risk,130
INV000252,6,50.4,at-risk,96
INV000981,6,50.4,at-risk,104
INV001526,6,50.4,at-risk,134
INV002422,10,50.333333333333336,at-risk,139
INV003404,8,50.285714285714285,at-risk,198
INV003903,8,50.285714285714285,at-risk,130
INV004279,8,50.285714285714285,at-risk,116
INV002590,10,50.22222222222222,at-risk,125
INV004149,6,50.2,at-risk,130
INV003975,8,50.142857142857146,at-risk,125
INV004135,10,50.111111111111114,at-risk,164
INV002689,8,50.0,at-risk,115
INV002893,9,50.0,at-risk,148
INV003599,6,50.0,at-risk,100
INV003847,8,50.0,at-risk,66
INV004455,6,50.0,at-risk,105
INV004447,7,49.833333333333336,at-risk,129
INV003655,10,49.77777777777778,at-risk,198
INV000057,8,49.714285714285715,at-risk,149
INV001800,7,49.666666666666664,at-risk,132
INV002475,10,49.666666666666664,at-risk,119
INV002527,7,49.666666666666664,at-risk,93
INV002554,7,49.666666666666664,at-risk,100
INV004258,7,49.666666666666664,at-risk,105
INV000399,10,49.55555555555556,at-risk,68
INV001759,10,49.55555555555556,at-risk,126
INV000452,9,49.375,at-risk,123
INV000853,10,49.333333333333336,at-risk,193
INV002904,7,49.333333333333336,at-risk,104
INV003582,7,49.333333333333336,at-risk,167
INV000612,11,49.3,at-risk,169
INV001673,11,49.3,at-risk,181
INV002915,8,49.285714285714285,at-risk,117
INV002195,9,49.25,at-risk,154
INV003495,10,49.22222222222222,at-risk,121
INV003018,6,49.2,at-risk,156
INV002437,7,49.166666666666664,at-risk,212
INV004981,8,49.142857142857146,at-risk,115
INV000069,10,49.111111111111114,at-risk,129
INV002206,7,49.0,at-risk,141
INV002813,7,49.0,at-risk,149
INV004338,10,48.888888888888886,at-risk,209
INV001636,9,48.875,at-risk,159
INV000239,8,48.857142857142854,at-risk,105
INV000977,10,48.77777777777778,at-risk,147
INV002294,8,48.714285714285715,at-risk,163
INV000255,6,48.6,at-risk,103
INV001995,6,48.6,at-risk,94
INV001423,8,48.57142857142857,at-risk,105
INV004712,8,48.57142857142857,at-risk,84
INV003829,10,48.55555555555556,at-risk,159
INV002185,6,48.4,at-risk,92
INV004560,9,48.375,at-risk,107
INV003559,10,48.333333333333336,at-risk,118
INV000073,9,48.25,at-risk,112
INV003007,9,48.25,at-risk,162
INV002552,10,48.22222222222222,at-risk,184
INV002870,6,48.2,at-risk,109
INV004049,6,48.2,at-risk,83
INV002935,7,48.0,at-risk,72
INV003115,6,48.0,at-risk,125
INV003311,9,48.0,at-risk,149
INV001348,7,47.833333333333336,at-risk,121
INV002407,7,47.833333333333336,at-risk,167
INV000847,6,47.8,at-risk,75
INV003634,6,47.8,at-risk,83
INV001406,10,47.666666666666664,at-risk,202
INV001986,7,47.666666666666664,at-risk,98
INV003450,10,47.666666666666664,at-risk,158
INV000030,9,47.625,at-risk,100
INV004202,9,47.625,at-risk,114
INV000493,10,47.55555555555556,at-risk,201
INV002069,10,47.55555555555556,at-risk,95
INV001738,9,47.5,at-risk,153
INV003767,9,47.5,at-risk,125
INV001853,8,47.42857142857143,at-risk,95
INV002402,7,47.166666666666664,at-risk,89
INV004680,7,47.166666666666664,at-risk,155
INV003635,10,47.111111111111114,at-risk,95
INV000293,7,47.0,at-risk,91
INV000531,7,47.0,at-risk,82
INV000609,6,47.0,at-risk,87
INV001048,8,47.0,at-risk,84
INV002390,6,47.0,at-risk,100
INV000971,7,46.833333333333336,at-risk,139
INV000408,6,46.8,at-risk,125
INV000449,6,46.8,at-risk,70
INV002712,11,46.8,at-risk,174
INV004154,12,46.72727272727273,at-risk,90
INV004400,8,46.57142857142857,at-risk,104
INV003082,8,46.42857142857143,at-risk,142
INV004996,10,46.333333333333336,at-risk,104
INV000109,9,46.25,at-risk,63
INV001318,10,46.22222222222222,at-risk,150
INV000881,10,46.111111111111114,at-risk,155
INV000048,9,46.0,at-risk,168
INV000113,8,46.0,at-risk,144
INV000292,7,46.0,at-risk,95
INV000772,6,46.0,at-risk,81
INV003860,6,46.0,at-risk,72
INV004289,11,45.9,at-risk,201
INV002950,8,45.857142857142854,at-risk,119
INV003735,8,45.857142857142854,at-risk,104
INV004358,8,45.857142857142854,at-risk,87
INV002693,7,45.833333333333336,at-risk,72
INV000865,9,45.75,at-risk,99
INV001288,7,45.666666666666664,at-risk,148
INV001580,7,45.666666666666664,at-risk,119
INV000033,8,45.57142857142857,at-risk,87
INV002726,8,45.57142857142857,at-risk,84
INV000249,7,45.5,at-risk,162
INV002142,9,45.5,at-risk,162
INV004177,8,45.42857142857143,at-risk,117
INV003872,9,45.375,at-risk,85
INV002259,7,45.333333333333336,at-risk,89
INV001990,8,45.285714285714285,at-risk,91
INV003320,8,45.285714285714285,at-risk,192
INV003601,9,45.25,at-risk,118
INV001407,6,45.2,at-risk,141
INV002645,7,45.166666666666664,at-risk,133
INV004947,6,45.0,at-risk,75
INV000858,9,44.875,at-risk,157
INV001019,9,44.875,at-risk,180
INV001262,7,44.833333333333336,at-risk,116
INV000094,6,44.8,at-risk,95
INV002102,6,44.8,at-risk,63
INV004295,9,44.75,at-risk,119
INV000086,10,44.666666666666664,at-risk,167
INV002017,7,44.666666666666664,at-risk,99
INV004805,7,44.666666666666664,at-risk,92
INV001466,6,44.6,at-risk,82
INV000586,7,44.5,at-risk,111
INV000980,8,44.42857142857143,at-risk,121
INV001828,8,44.42857142857143,at-risk,91
INV002886,7,44.333333333333336,at-risk,137
INV001562,10,44.22222222222222,at-risk,146
INV003304,10,44.22222222222222,at-risk,180
INV003024,6,44.2,at-risk,122
INV002052,7,44.166666666666664,at-risk,114
INV003317,8,44.142857142857146,at-risk,71
INV000091,8,44.0,at-risk,105
INV004579,8,43.857142857142854,at-risk,77
INV000369,6,43.8,at-risk,112
INV001457,6,43.8,at-risk,63
INV000412,8,43.714285714285715,at-risk,70
INV003948,7,43.666666666666664,at-risk,101
INV002881,6,43.6,at-risk,110
INV000460,6,43.4,at-risk,107
INV002841,6,43.4,at-risk,102
INV000279,9,43.375,at-risk,133
INV001063,8,43.285714285714285,at-risk,120
INV004864,8,43.285714285714285,at-risk,114
INV002843,8,43.142857142857146,at-risk,128
INV001938,9,43.0,at-risk,112
INV002198,9,43.0,at-risk,93
INV001142,7,42.833333333333336,at-risk,106
INV000699,6,42.8,at-risk,147
INV001753,11,42.8,at-risk,128
INV004248,7,42.666666666666664,at-risk,93
INV002304,10,42.55555555555556,at-risk,104
INV003943,9,42.5,at-risk,88
INV004460,9,42.5,at-risk,93
INV001972,8,42.42857142857143,at-risk,153
INV002149,8,42.285714285714285,at-risk,215
INV004682,9,42.25,at-risk,105
INV001037,10,42.0,at-risk,86
INV004321,9,42.0,at-risk,84
INV004297,9,41.875,at-risk,82
INV004281,8,41.714285714285715,at-risk,93
INV001002,7,41.666666666666664,at-risk,85
INV002751,7,41.5,at-risk,102
INV001069,8,41.285714285714285,at-risk,98
INV002906,6,41.2,at-risk,74
INV003405,8,41.0,at-risk,186
INV004840,7,41.0,at-risk,103
INV004410,11,40.9,at-risk,138
INV000864,6,40.8,at-risk,106
INV002579,6,40.8,at-risk,71
INV004004,10,40.77777777777778,at-risk,88
INV003153,7,40.666666666666664,at-risk,156
INV002347,9,40.5,at-risk,79
INV004017,7,40.5,at-risk,85
INV002122,7,40.333333333333336,at-risk,97
INV002927,8,40.285714285714285,at-risk,79
INV004001,8,40.285714285714285,at-risk,123
INV002391,6,40.2,at-risk,124
INV002831,6,40.2,at-risk,72
INV000011,7,40.166666666666664,at-risk,125
INV004326,10,40.111111111111114,at-risk,78
INV000823,7,39.666666666666664,at-risk,69
INV004617,9,39.25,at-risk,83
INV003558,7,39.166666666666664,at-risk,66
INV002384,10,39.111111111111114,at-risk,92
INV001920,7,39.0,at-risk,76
INV002467,8,38.857142857142854,at-risk,116
INV004007,7,38.833333333333336,at-risk,102
INV001025,6,38.8,at-risk,76
INV004834,9,38.625,at-risk,106
INV000446,6,38.6,at-risk,101
INV002445,8,38.142857142857146,at-risk,117
INV003009,9,38.125,at-risk,84
INV002723,9,37.75,at-risk,102
INV000328,9,37.5,at-risk,73
INV003338,9,37.5,at-risk,155
INV000155,7,37.333333333333336,at-risk,99
INV002865,6,37.2,at-risk,50
INV004511,6,37.2,at-risk,89
INV000714,9,37.0,at-risk,95
INV002688,9,37.0,at-risk,122
INV001210,9,36.875,at-risk,93
INV004807,8,36.857142857142854,at-risk,86
INV000665,10,36.22222222222222,at-risk,148
INV000052,6,36.2,at-risk,120
INV003045,6,36.2,at-risk,71
INV003455,7,35.5,at-risk,76
INV002464,6,35.4,at-risk,97
INV004134,6,35.4,at-risk,54
INV000676,11,35.3,at-risk,106
INV003025,8,35.285714285714285,at-risk,65
